"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL114",0,1.55676320475813,0.881,0.444,0,"21","RPL11"
"RPS34",0,1.92857202081199,0.871,0.435,0,"21","RPS3"
"RPL364",0,1.38393739358037,0.876,0.44,0,"21","RPL36"
"RPL18A5",0,1.58758082482091,0.876,0.44,0,"21","RPL18A"
"RPL248",0,1.19688033450141,0.858,0.423,0,"21","RPL24"
"RPS135",0,1.70640577773779,0.864,0.43,0,"21","RPS13"
"RPL10A5",0,1.46962352973309,0.845,0.413,0,"21","RPL10A"
"RPS145",0,1.57008840562088,0.878,0.447,0,"21","RPS14"
"RPL356",0,1.1549967190558,0.856,0.425,0,"21","RPL35"
"RPSA5",0,1.51519201734427,0.834,0.403,0,"21","RPSA"
"RPL227",0,1.17262285113658,0.846,0.416,0,"21","RPL22"
"RPL35A5",0,1.47617385319581,0.867,0.437,0,"21","RPL35A"
"RPL96",0,0.923560256539279,0.861,0.433,0,"21","RPL9"
"RPL385",0,0.854060227765348,0.844,0.416,0,"21","RPL38"
"RPS164",0,0.987016639054454,0.857,0.429,0,"21","RPS16"
"RPS99",0,1.52276887981754,0.853,0.426,0,"21","RPS9"
"RPS27A4",0,1.43413701822432,0.873,0.447,0,"21","RPS27A"
"RPL88",0,1.62428995106797,0.856,0.431,0,"21","RPL8"
"RPL1510",0,0.895107742700636,0.853,0.429,0,"21","RPL15"
"RPL23A3",0,1.23525112584746,0.851,0.428,0,"21","RPL23A"
"RPL36AL6",0,1.34087654809933,0.787,0.365,0,"21","RPL36AL"
"RPL56",0,1.40761629743241,0.838,0.418,0,"21","RPL5"
"RPL36A5",0,0.783378710267096,0.78,0.363,0,"21","RPL36A"
"RPS56",0,1.74267120206406,0.818,0.409,0,"21","RPS5"
"RPL273",0,1.0368841458076,0.808,0.4,0,"21","RPL27"
"RPL214",0,1.02880207316269,0.839,0.438,0,"21","RPL21"
"TCF73",0,1.33511567096267,0.61,0.259,0,"21","TCF7"
"RPL37A8",1.80867992744014e-283,0.701617274092218,0.857,0.437,5.92360763035922e-279,"21","RPL37A"
"MT-ND65",2.67281203335774e-252,1.42335075684716,0.774,0.475,8.75372669044992e-248,"21","MT-ND6"
"PCED1B-AS17",7.52860066190786e-215,0.818705544017823,0.712,0.4,2.46569200278144e-210,"21","PCED1B-AS1"
"GIMAP75",8.87609728705879e-215,0.688104171800224,0.738,0.407,2.90701062248462e-210,"21","GIMAP7"
"ZAP703",9.51737838772039e-210,1.1015395766919,0.604,0.295,3.1170365957623e-205,"21","ZAP70"
"RPL13A4",1.57770249357405e-203,0.408643335204848,0.85,0.436,5.16713343670436e-199,"21","RPL13A"
"RPL78",5.06183208637224e-199,0.5304081443699,0.779,0.401,1.65780062660777e-194,"21","RPL7"
"LINC008613",7.59502620789037e-196,0.987519371171892,0.535,0.249,2.48744703334618e-191,"21","LINC00861"
"GIMAP45",5.35305270628752e-156,0.648676361550359,0.651,0.36,1.75317829183622e-151,"21","GIMAP4"
"TLE56",6.57421960727277e-155,0.587826831488479,0.793,0.55,2.1531226635779e-150,"21","TLE5"
"EVL7",1.52496849624327e-154,0.740072748467365,0.778,0.529,4.99442432204633e-150,"21","EVL"
"IFITM15",3.53632643253729e-153,0.558176253847904,0.824,0.579,1.15818226992029e-148,"21","IFITM1"
"SEPTIN65",4.64829610972862e-146,0.905401914530449,0.636,0.379,1.52236345889722e-141,"21","SEPTIN6"
"IL328",3.013538448269e-145,0.509233318592608,0.841,0.609,9.86963977192579e-141,"21","IL32"
"LCK6",2.70088982073953e-141,0.681538921562952,0.671,0.385,8.84568425190402e-137,"21","LCK"
"IL7R5",5.02014859150354e-141,0.375649260531728,0.738,0.426,1.64414886520332e-136,"21","IL7R"
"LTB5",2.54216438614882e-129,0.689154007682138,0.64,0.42,8.32584258107601e-125,"21","LTB"
"NOSIP3",7.65642936135475e-124,0.916895975436749,0.536,0.347,2.50755718013729e-119,"21","NOSIP"
"TRAF3IP36",1.53695929416027e-122,0.638679691070987,0.645,0.384,5.03369538430429e-118,"21","TRAF3IP3"
"RIPOR26",3.98593969685381e-121,0.660404312303419,0.649,0.395,1.30543511011659e-116,"21","RIPOR2"
"HLA-B4",1.22526498436405e-111,0.330854125796404,0.965,0.956,4.01286535029069e-107,"21","HLA-B"
"SELL3",8.87682007958736e-111,0.610619771309918,0.51,0.291,2.90724734426566e-106,"21","SELL"
"LAT5",9.23386299802295e-110,0.676695600382538,0.529,0.295,3.02418247048249e-105,"21","LAT"
"SUN23",1.60470733292122e-104,0.73017562823897,0.613,0.404,5.25557698605028e-100,"21","SUN2"
"FYB19",2.30482049852115e-102,0.51556042149039,0.779,0.531,7.5485176147066e-98,"21","FYB1"
"SEPTIN13",5.17195433780664e-99,0.683225030908729,0.555,0.329,1.69386676517505e-94,"21","SEPTIN1"
"ITK4",4.03640025513296e-96,0.951902105645323,0.508,0.296,1.3219614475586e-91,"21","ITK"
"HLA-C5",2.58530169760511e-92,0.318275647532779,0.944,0.936,8.4671215898265e-88,"21","HLA-C"
"MT-ND4L2",3.58174616380898e-92,0.663157091101055,0.971,0.847,1.17305768610908e-87,"21","MT-ND4L"
"IL2RG7",4.50090330121411e-90,0.461439494147749,0.763,0.539,1.47409084018063e-85,"21","IL2RG"
"SLFN52",7.83397326188203e-88,0.740640036483348,0.521,0.328,2.56570458299898e-83,"21","SLFN5"
"LIMD27",4.68838113854515e-86,0.412651854591129,0.756,0.544,1.53549170668492e-81,"21","LIMD2"
"ETS17",4.29550052350371e-85,0.515525872733356,0.829,0.596,1.4068193764527e-80,"21","ETS1"
"SAMHD17",7.84686105473861e-84,0.700620160555746,0.606,0.398,2.56992546403744e-79,"21","SAMHD1"
"FXYD56",1.24997572229894e-82,0.40388757524007,0.826,0.712,4.09379548810126e-78,"21","FXYD5"
"PTPRC8",5.48158731748953e-81,0.455103680150964,0.929,0.733,1.795274662351e-76,"21","PTPRC"
"SLC9A3R13",1.99543330397119e-80,0.641794314650068,0.562,0.367,6.53524361383605e-76,"21","SLC9A3R1"
"SELPLG5",3.90746499180512e-80,0.493425877570206,0.57,0.345,1.27973385946609e-75,"21","SELPLG"
"MT-ND54",9.5197842685284e-80,0.559150134995532,0.971,0.89,3.11782454578574e-75,"21","MT-ND5"
"TBC1D10C4",3.76121528438247e-79,0.536161800875541,0.574,0.356,1.2318356177881e-74,"21","TBC1D10C"
"SPOCK27",2.90896537461608e-78,0.59807073072209,0.59,0.373,9.52715249840511e-74,"21","SPOCK2"
"RBL22",1.00474768143698e-76,0.725302074543315,0.53,0.353,3.29064913147424e-72,"21","RBL2"
"ARHGEF17",4.66595804495737e-76,0.759083978365287,0.654,0.463,1.52814791930399e-71,"21","ARHGEF1"
"CD78",2.60285606832176e-71,0.301018902390555,0.648,0.42,8.52461390936058e-67,"21","CD7"
"ACAP16",6.26957602879865e-71,0.743306279124684,0.58,0.385,2.05334884519185e-66,"21","ACAP1"
"ITGA45",1.66482914305922e-68,0.6749781672141,0.561,0.386,5.45248192643327e-64,"21","ITGA4"
"TRBC28",2.5746688813468e-67,0.387734963390046,0.674,0.459,8.43229805329891e-63,"21","TRBC2"
"CD3E7",3.10767777464813e-64,0.252763728761435,0.746,0.496,1.01779554797501e-59,"21","CD3E"
"ARHGAP154",7.41301292164455e-64,0.496022551375636,0.556,0.365,2.42783586196781e-59,"21","ARHGAP15"
"SARAF6",2.19112022344417e-63,0.340850475409432,0.89,0.793,7.17613784380199e-59,"21","SARAF"
"PLAAT47",2.9809349726969e-63,0.280031055741357,0.65,0.432,9.76286012907961e-59,"21","PLAAT4"
"LDHB5",1.9385157000395e-62,0.422655771994141,0.678,0.578,6.34883276919936e-58,"21","LDHB"
"SEPTIN98",1.14306972959528e-60,0.507988097680333,0.609,0.433,3.74366767139749e-56,"21","SEPTIN9"
"PRMT25",4.96678187873476e-60,0.594827578169554,0.584,0.428,1.62667073310442e-55,"21","PRMT2"
"IKZF16",6.26938963894796e-60,0.568029249852268,0.69,0.489,2.05328780065185e-55,"21","IKZF1"
"NAP1L44",6.94814145462052e-59,0.953619183409497,0.541,0.394,2.27558580780277e-54,"21","NAP1L4"
"ARL4C6",2.46378329659721e-56,0.389581557313269,0.714,0.532,8.06913667468554e-52,"21","ARL4C"
"ATM3",5.23309228539426e-55,0.708199984779245,0.533,0.383,1.71389005438947e-50,"21","ATM"
"HCST3",6.96569294933516e-54,0.270416068531353,0.735,0.544,2.28133409783676e-49,"21","HCST"
"SNHG66",1.2820770848026e-53,0.388462627655031,0.693,0.53,4.19893066043698e-49,"21","SNHG6"
"ANXA64",2.7749604986408e-51,0.487600210708417,0.569,0.412,9.08827312909848e-47,"21","ANXA6"
"EEF24",1.54190618984307e-48,0.261673610438375,0.83,0.848,5.04989696235503e-44,"21","EEF2"
"PCBP13",6.55883726997986e-48,0.391512157289897,0.7,0.605,2.1480847942911e-43,"21","PCBP1"
"HCLS18",1.69801180662589e-46,0.419395520564088,0.709,0.521,5.56115846788044e-42,"21","HCLS1"
"CDKN1B4",3.21733985567432e-43,0.527863786147071,0.549,0.397,1.0537109761319e-38,"21","CDKN1B"
"CD2474",1.17635650014324e-42,0.256490897031751,0.543,0.359,3.85268517361913e-38,"21","CD247"
"FYN8",7.7733238755732e-42,0.551771107890063,0.677,0.507,2.54584130248898e-37,"21","FYN"
"SKAP16",2.60239757106155e-39,0.356603672948398,0.513,0.346,8.52311228498367e-35,"21","SKAP1"
"LCP28",2.80498998668322e-37,0.315288471366535,0.543,0.38,9.18662270538621e-33,"21","LCP2"
"SMCHD17",7.04881894939093e-37,0.782575917228563,0.653,0.532,2.30855869411502e-32,"21","SMCHD1"
"ABHD17A3",6.56682491737763e-35,0.400251025778297,0.567,0.44,2.15070082869035e-30,"21","ABHD17A"
"TMEM1233",3.11717229067863e-34,0.407884683859998,0.541,0.431,1.02090509692016e-29,"21","TMEM123"
"SYNE27",5.74468052897326e-30,0.575507285076057,0.552,0.434,1.88144032004403e-25,"21","SYNE2"
"MBNL17",1.20380746384734e-26,0.330562970740848,0.762,0.652,3.94258982484641e-22,"21","MBNL1"
"CNN26",3.14889227228311e-25,0.292334287797158,0.561,0.449,1.03129370809544e-20,"21","CNN2"
"RESF16",7.29573706113197e-24,0.29078136070817,0.563,0.433,2.38942684489133e-19,"21","RESF1"
"DDX173",2.62123209677967e-23,0.580449008918755,0.684,0.587,8.5847972401631e-19,"21","DDX17"
"WIPF18",9.41749212528639e-22,0.388102070247278,0.576,0.468,3.08432284595255e-17,"21","WIPF1"
"FLNA7",4.14817262631954e-21,0.349287313560237,0.57,0.47,1.35856801684591e-16,"21","FLNA"
"GSTK15",4.37607340080404e-21,0.255275023430801,0.65,0.566,1.43320779949733e-16,"21","GSTK1"
"MYH98",2.5213216655664e-20,0.279549274725572,0.732,0.644,8.2575805868965e-16,"21","MYH9"
"ARGLU14",1.08950568521647e-19,0.555226968850333,0.645,0.559,3.56824006965247e-15,"21","ARGLU1"
"EIF2S33",2.67311965127879e-18,0.28355801059175,0.507,0.42,8.75473416990317e-14,"21","EIF2S3"
"MPHOSPH82",1.24050926081452e-17,0.534341614276006,0.533,0.454,4.06279188009363e-13,"21","MPHOSPH8"
"STK48",1.17512836707395e-12,0.319737485021874,0.708,0.609,3.8486629150039e-08,"21","STK4"
"RNF2135",3.25495984228217e-11,0.514472768981022,0.58,0.516,1.06603189794583e-06,"21","RNF213"
"SF14",1.15671964582472e-10,0.312201389048905,0.707,0.644,3.78837251204056e-06,"21","SF1"
"GCC22",1.69397595655608e-10,0.431880629536884,0.519,0.459,5.54794065531682e-06,"21","GCC2"
"PPP2R5C6",1.6755287158891e-09,0.262468029788663,0.562,0.484,5.48752409740841e-05,"21","PPP2R5C"
"AHNAK6",1.80292318355949e-09,0.278738922607868,0.635,0.586,5.90475371847568e-05,"21","AHNAK"
"SRRM21",1.48052825980881e-07,0.406165374407395,0.694,0.65,0.00484887810369984,"21","SRRM2"
"PNISR3",3.19363915625444e-06,0.264166999694603,0.615,0.562,0.104594876006489,"21","PNISR"
"PRSS11",0,0.77738621721288,0.877,0.052,0,"22","PRSS1"
"CTRB11",0,0.81846759320992,0.782,0.042,0,"22","CTRB1"
"CLPS1",0,1.22088163281989,0.762,0.042,0,"22","CLPS"
"PRSS21",0,0.668375497105742,0.747,0.049,0,"22","PRSS2"
"PNLIP1",0,0.968141087594566,0.727,0.039,0,"22","PNLIP"
"CELA3A1",0,0.737401919328698,0.717,0.038,0,"22","CELA3A"
"CPA11",0,0.972760167619354,0.699,0.036,0,"22","CPA1"
"CPB11",0,0.835371486090067,0.695,0.037,0,"22","CPB1"
"PLA2G1B1",0,1.23018730184848,0.57,0.033,0,"22","PLA2G1B"
"REG1A2",0,0.573922166507813,0.587,0.055,0,"22","REG1A"
"AMY2A1",0,0.899244417862453,0.546,0.031,0,"22","AMY2A"
"CELA3B1",0,0.705072345744118,0.528,0.031,0,"22","CELA3B"
"CTRB21",0,0.781019355666773,0.529,0.034,0,"22","CTRB2"
"CCL55",0,1.24468935488155,0.891,0.397,0,"22","CCL5"
"CTRC1",0,0.959093234343202,0.523,0.032,0,"22","CTRC"
"RPL173",0,2.18574764189664,0.767,0.295,0,"22","RPL17"
"CD8A1",0,1.45650358055489,0.659,0.211,0,"22","CD8A"
"CCL42",0,1.60023032203448,0.751,0.324,0,"22","CCL4"
"RPS102",0,1.72656855178733,0.77,0.347,0,"22","RPS10"
"CD210",0,1.70721378851603,0.849,0.427,0,"22","CD2"
"TRAC1",0,2.17366338274294,0.663,0.245,0,"22","TRAC"
"CD8B1",0,1.58660229029736,0.569,0.164,0,"22","CD8B"
"RPL36A6",0,1.57036607104369,0.758,0.364,0,"22","RPL36A"
"CD3G6",0,1.33562885611925,0.761,0.377,0,"22","CD3G"
"RPL27A5",0,1.44221958986892,0.789,0.408,0,"22","RPL27A"
"RPL386",0,1.26006351925186,0.792,0.417,0,"22","RPL38"
"RPL23A4",0,1.29164676958992,0.798,0.429,0,"22","RPL23A"
"RPS35",0,1.4084468581511,0.802,0.436,0,"22","RPS3"
"RPS291",0,1.41357519647474,0.806,0.443,0,"22","RPS29"
"RPS27A5",0,1.14744740937577,0.807,0.447,0,"22","RPS27A"
"RPS195",0,1.29211620995035,0.806,0.446,0,"22","RPS19"
"RPS274",0,1.39185599826128,0.81,0.457,0,"22","RPS27"
"RPS218",1.54838793063022e-311,1.13071303356926,0.796,0.434,5.07112531160703e-307,"22","RPS21"
"RPS76",1.24853607499983e-308,1.13464642094656,0.793,0.43,4.08908049923194e-304,"22","RPS7"
"RPL326",1.03917778487305e-307,1.12761509185077,0.796,0.431,3.40341116323771e-303,"22","RPL3"
"RPL274",1.93010726329291e-306,1.17163253173504,0.771,0.4,6.32129429801063e-302,"22","RPL27"
"CD3D7",5.84278220707457e-306,1.10400078695571,0.84,0.447,1.91356960063899e-301,"22","CD3D"
"RPS187",1.53692672935847e-298,1.05583150324929,0.806,0.448,5.03358873132194e-294,"22","RPS18"
"RPL266",1.60323461607653e-297,1.09995853617695,0.799,0.438,5.25075369111226e-293,"22","RPL26"
"RPL304",3.7041451366669e-294,1.05424055876655,0.804,0.45,1.21314457370977e-289,"22","RPL30"
"RPL357",1.64413369071098e-292,1.08571862912714,0.786,0.426,5.38470225044752e-288,"22","RPL35"
"RPL7A7",2.45488651086573e-292,1.10573890929129,0.796,0.429,8.03999881173636e-288,"22","RPL7A"
"RPL10A6",5.948844253901e-291,1.10586965443028,0.783,0.413,1.94830598159512e-286,"22","RPL10A"
"RPS255",5.1501817477639e-290,1.05834067594891,0.797,0.431,1.68673602421016e-285,"22","RPS25"
"RPL68",2.34070256119284e-284,1.06422823270708,0.801,0.425,7.66603495816267e-280,"22","RPL6"
"RPL135",1.46769131220321e-283,1.01952347944875,0.81,0.456,4.80683581659672e-279,"22","RPL13"
"RPS146",1.10039241762587e-280,1.02568520099803,0.805,0.448,3.60389520696649e-276,"22","RPS14"
"RPL215",1.41471970872277e-275,0.969886343475672,0.801,0.439,4.63334851803795e-271,"22","RPL21"
"RPL147",1.43034363898194e-273,1.01460256492284,0.794,0.428,4.68451845202974e-269,"22","RPL14"
"RPS219",2.43370004318083e-273,1.0485001323553,0.798,0.44,7.97061101142155e-269,"22","RPS2"
"RPL195",4.64798096483892e-271,0.998785560634279,0.799,0.441,1.5222602457944e-266,"22","RPL19"
"BCL11B3",1.24867997870752e-270,1.4848791518927,0.594,0.271,4.08955179826499e-266,"22","BCL11B"
"RPS124",2.6862787035817e-270,0.939028666821608,0.808,0.452,8.79783138210043e-266,"22","RPS12"
"RPL97",7.19218010267725e-270,1.00111670606137,0.793,0.433,2.35551090542783e-265,"22","RPL9"
"RPS67",1.3465574048376e-266,0.975181500732728,0.797,0.433,4.41011015658361e-262,"22","RPS6"
"RPL1511",7.2577437853949e-264,1.01379206455854,0.793,0.43,2.37698366715468e-259,"22","RPL15"
"RPS15A4",1.38682132798808e-263,0.946962957196449,0.801,0.446,4.54197853129376e-259,"22","RPS15A"
"MT-ATP67",5.09400100861096e-260,0.89927032296699,0.985,0.958,1.66833627033017e-255,"22","MT-ATP6"
"RPL105",2.65391287950913e-258,0.963608078705208,0.811,0.456,8.69183007168036e-254,"22","RPL10"
"RPL36AL7",1.07115061554442e-255,1.10289827855208,0.715,0.366,3.50812538096953e-251,"22","RPL36AL"
"RPS910",1.50433123216565e-253,1.01664012706249,0.788,0.426,4.92683521846573e-249,"22","RPS9"
"RPL57",5.2047891118467e-253,0.958848799867402,0.787,0.419,1.70462048202091e-248,"22","RPL5"
"RPL285",2.65303533224454e-252,0.962864067278549,0.808,0.456,8.68895601663411e-248,"22","RPL28"
"KLRK12",4.56311213282101e-248,1.26513360616744,0.526,0.208,1.49446485462021e-243,"22","KLRK1"
"RPS4X7",1.92008183408022e-246,0.940927647070548,0.796,0.434,6.28846001479614e-242,"22","RPS4X"
"RGS14",1.57864961773827e-244,1.3226472580648,0.585,0.267,5.17023536305461e-240,"22","RGS1"
"RPL37A9",1.82063482145115e-242,0.895585939539166,0.801,0.438,5.96276110373467e-238,"22","RPL37A"
"RPS236",8.70840013227002e-240,0.896032966749154,0.798,0.444,2.85208812731975e-235,"22","RPS23"
"MT-ND28",1.83228369320116e-237,0.830938493998723,0.977,0.921,6.00091232360312e-233,"22","MT-ND2"
"RPLP25",1.64517257616185e-233,0.863188523699834,0.804,0.442,5.38810470418768e-229,"22","RPLP2"
"RPS2410",3.7250330383472e-233,0.901246952338647,0.806,0.447,1.21998557038909e-228,"22","RPS24"
"RPS165",4.73998220659771e-233,0.888598892152432,0.795,0.43,1.55239157248282e-228,"22","RPS16"
"RPL327",4.97776502243705e-232,0.846342549182704,0.806,0.449,1.63026782249836e-227,"22","RPL32"
"RPS157",1.18388524583103e-229,0.900074729522995,0.802,0.442,3.87734256862121e-225,"22","RPS15"
"RPLP16",7.09663549457215e-229,0.902187819212682,0.81,0.46,2.32421909082732e-224,"22","RPLP1"
"RPS172",1.37825562809001e-227,1.04672969552547,0.594,0.271,4.5139250075576e-223,"22","RPS17"
"RPL416",8.19633552622237e-227,0.880081301251114,0.809,0.462,2.68438184819309e-222,"22","RPL41"
"RUNX33",1.94890228528502e-223,1.27179067744281,0.609,0.311,6.38284987453697e-219,"22","RUNX3"
"RPL18A6",4.07171538532566e-221,0.83220371192831,0.798,0.441,1.33352750584801e-216,"22","RPL18A"
"RPSA6",5.04089191268372e-220,0.876128783986086,0.762,0.404,1.65094251032304e-215,"22","RPSA"
"RPS204",6.79391047943337e-219,0.832348344864428,0.751,0.391,2.22507362111922e-214,"22","RPS20"
"RPL115",1.03251164424685e-218,0.825654017653809,0.801,0.445,3.38157888607286e-214,"22","RPL11"
"IL7R6",1.89773717758131e-217,1.2361081275,0.74,0.426,6.21527903029655e-213,"22","IL7R"
"MT-ND18",5.02262839100482e-217,0.764502315792913,0.976,0.941,1.64496102433799e-212,"22","MT-ND1"
"RPL249",5.0869122793119e-217,0.881156124235894,0.781,0.424,1.66601464059744e-212,"22","RPL24"
"RPL35A6",9.75899397493273e-217,0.854455333227191,0.797,0.438,3.19616811673022e-212,"22","RPL35A"
"RPS3A5",1.3116819812485e-213,0.802943923860769,0.797,0.442,4.29588965678695e-209,"22","RPS3A"
"RPL186",1.66141842197344e-212,0.839155545458697,0.79,0.435,5.44131147380522e-208,"22","RPL18"
"TRBC29",5.19493571730412e-209,1.14260082449219,0.739,0.459,1.70139339677427e-204,"22","TRBC2"
"RPS287",2.4433497455716e-201,0.767282085396549,0.804,0.452,8.00221475172153e-197,"22","RPS28"
"RPL376",1.07802262364708e-200,0.766387668697637,0.807,0.45,3.53063189470655e-196,"22","RPL37"
"RPL346",1.47011721719831e-197,0.718724713321684,0.804,0.451,4.81478089804619e-193,"22","RPL34"
"RPL13A5",1.73440364849156e-196,0.725023728754451,0.797,0.437,5.68034538917472e-192,"22","RPL13A"
"RPS57",3.39052124747002e-190,0.732466933598122,0.767,0.41,1.11042961375891e-185,"22","RPS5"
"RPL3111",2.82004316824567e-188,0.82888413384537,0.721,0.382,9.2359233803214e-184,"22","RPL31"
"RPL365",1.09999720035735e-186,0.713971564030503,0.799,0.441,3.60260083089037e-182,"22","RPL36"
"CXCR46",1.62865821381598e-178,0.852512242565992,0.893,0.678,5.33401851606871e-174,"22","CXCR4"
"RPS118",3.4734795087319e-176,0.675596326707753,0.773,0.417,1.13759927390479e-171,"22","RPS11"
"MT-ND38",1.13422320216677e-172,0.648774302581306,0.977,0.946,3.71469440941638e-168,"22","MT-ND3"
"RPS136",5.85902604518288e-169,0.630242477834298,0.783,0.431,1.91888962005785e-164,"22","RPS13"
"RPL228",7.6803012914484e-169,0.700994183625102,0.763,0.417,2.51537547596227e-164,"22","RPL22"
"CD698",9.41332341036401e-167,0.594738735139953,0.78,0.502,3.08295755012832e-162,"22","CD69"
"RPL128",1.16292418050284e-166,0.681314562145811,0.796,0.441,3.80869298356485e-162,"22","RPL12"
"RPL297",1.43331808277255e-165,0.659437289719369,0.788,0.432,4.69426005288836e-161,"22","RPL29"
"RPS265",1.61656995847802e-163,0.520684820213671,0.738,0.405,5.29442827101137e-159,"22","RPS26"
"CKLF3",7.8945649316628e-163,1.21130629995275,0.617,0.394,2.58554896076888e-158,"22","CKLF"
"TMSB4X6",1.29681764354949e-156,0.450713679943678,0.992,0.982,4.24720746438893e-152,"22","TMSB4X"
"MT-ND49",7.06922979469551e-155,0.55977700484832,0.969,0.941,2.31524345006073e-150,"22","MT-ND4"
"RPL395",3.50704418357884e-153,0.494049337589284,0.803,0.453,1.14859204056391e-148,"22","RPL39"
"AAK12",1.18295621863689e-151,1.1062379278652,0.597,0.369,3.87429991165768e-147,"22","AAK1"
"PDCD45",2.57820114873068e-151,1.00148904034026,0.669,0.45,8.44386658220784e-147,"22","PDCD4"
"MT-CYB5",6.85061733786298e-146,0.522133270384544,0.99,0.973,2.2436456843235e-141,"22","MT-CYB"
"RPS86",1.02503045471396e-144,0.505249447588146,0.803,0.443,3.3570772422337e-140,"22","RPS8"
"RPL89",1.09269472921148e-142,0.597284006862782,0.785,0.432,3.5786845076405e-138,"22","RPL8"
"BTG17",8.35128849994857e-140,0.598683508456205,0.971,0.893,2.73513049661816e-135,"22","BTG1"
"ZFP36L25",7.60663955939189e-135,0.830030577823946,0.941,0.85,2.49125052209644e-130,"22","ZFP36L2"
"HCST4",1.61995783034778e-130,0.574931299582136,0.821,0.543,5.305523890172e-126,"22","HCST"
"IKZF3",2.14930618982148e-130,1.08791531909953,0.501,0.273,7.03919270228433e-126,"22","IKZF3"
"MALAT12",2.17518372039125e-128,0.587058687330703,0.994,0.984,7.12394420265339e-124,"22","MALAT1"
"GZMA2",1.77621394894965e-127,0.624818744565171,0.608,0.314,5.81727830420501e-123,"22","GZMA"
"RPL48",4.51269203998257e-125,0.532153576480543,0.679,0.368,1.47795177001469e-120,"22","RPL4"
"CD965",5.55254191952944e-118,0.868193304950307,0.551,0.311,1.81851300406509e-113,"22","CD96"
"EMB2",6.44576729581158e-117,1.08445198278516,0.568,0.368,2.11105324705125e-112,"22","EMB"
"SEPTIN76",2.29670376427297e-115,0.791511094431022,0.704,0.51,7.5219344983704e-111,"22","SEPTIN7"
"RPLP08",5.36170931452083e-110,0.419987897067646,0.723,0.402,1.75601341759872e-105,"22","RPLP0"
"LCP14",1.70353215040953e-104,0.599799644287487,0.792,0.571,5.57923814580627e-100,"22","LCP1"
"STK17B8",5.37036258492966e-102,0.744029382422503,0.727,0.553,1.75884745019031e-97,"22","STK17B"
"PARP83",1.55311445521297e-100,0.835862333091746,0.584,0.378,5.086605152268e-96,"22","PARP8"
"RPL238",1.00442956989767e-98,0.330495613368915,0.686,0.386,3.28960728437187e-94,"22","RPL23"
"ID25",1.61486742514464e-97,0.915906516628083,0.622,0.44,5.28885230409122e-93,"22","ID2"
"CLEC2D2",2.05009521978838e-92,0.905097675580662,0.511,0.319,6.71426685432891e-88,"22","CLEC2D"
