"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCBP12",1.45292861364221e-203,0.62562609373473,0.84,0.604,4.7584865025396e-199,"19","PCBP1"
"FYB17",1.33664041044083e-196,0.55496273949071,0.858,0.53,4.37763100823477e-192,"19","FYB1"
"SLC9A3R12",2.08240126820329e-195,0.715392851617483,0.667,0.366,6.82007239349261e-191,"19","SLC9A3R1"
"SUN22",8.90079342390134e-194,0.698993590971337,0.697,0.403,2.91509885426193e-189,"19","SUN2"
"SPOCK26",4.24450079569701e-193,0.674628740161847,0.687,0.372,1.39011645559873e-188,"19","SPOCK2"
"CD61",4.7197585329711e-192,0.722288710003783,0.527,0.251,1.54576811713337e-187,"19","CD6"
"HLA-C3",1.22022272773335e-191,0.395164054209317,0.982,0.936,3.99635145559949e-187,"19","HLA-C"
"EEF23",3.54912426283333e-185,0.433383956430221,0.94,0.847,1.16237368732054e-180,"19","EEF2"
"TBC1D10C3",3.46540429355898e-184,0.662369944694666,0.666,0.355,1.1349545601835e-179,"19","TBC1D10C"
"ITK3",1.91599774339593e-178,0.674604017640303,0.59,0.296,6.27508420939601e-174,"19","ITK"
"SYTL11",2.56259215877172e-177,0.739015393612501,0.536,0.267,8.39274557919325e-173,"19","SYTL1"
"RIPOR25",7.69992710744368e-176,0.487333104395,0.707,0.394,2.52180312695888e-171,"19","RIPOR2"
"IL10RA1",6.00613508658751e-172,0.784574808735323,0.574,0.307,1.96706930220828e-167,"19","IL10RA"
"TRBC11",1.19016003947419e-171,0.580320890179032,0.548,0.276,3.89789314528192e-167,"19","TRBC1"
"CD525",4.1135904754173e-171,0.54611605385937,0.884,0.648,1.34724201660392e-166,"19","CD52"
"PBXIP12",6.09631043886664e-170,0.777246671920365,0.54,0.289,1.99660263183321e-165,"19","PBXIP1"
"IL16",5.0968291280001e-169,0.670198121933948,0.569,0.298,1.66926250771131e-164,"19","IL16"
"KIF2A",1.24845103095196e-155,0.631286594082824,0.582,0.323,4.08880197147076e-151,"19","KIF2A"
"RAC26",1.29327396690495e-150,0.47753741797436,0.886,0.606,4.2356015690104e-146,"19","RAC2"
"ARHGAP30",1.09377511311995e-149,0.67344115979019,0.531,0.28,3.58222287297915e-145,"19","ARHGAP30"
"TRBC27",2.87092939386886e-147,0.435039038989869,0.76,0.458,9.40258085785991e-143,"19","TRBC2"
"ARL4C5",1.08838413794442e-146,0.460411856329703,0.822,0.53,3.56456689018177e-142,"19","ARL4C"
"CORO1A6",9.99055965192082e-146,0.440149274721499,0.914,0.638,3.27200819160059e-141,"19","CORO1A"
"FCMR3",4.70757387088565e-145,0.406089348153237,0.662,0.367,1.54177751845376e-140,"19","FCMR"
"R3HDM4",1.3410624130914e-144,0.672596639130838,0.512,0.28,4.39211350911564e-140,"19","R3HDM4"
"ANXA63",3.87983125318377e-141,0.580133049859119,0.674,0.411,1.27068353373022e-136,"19","ANXA6"
"ARHGEF16",9.73106318172625e-141,0.580878169298879,0.739,0.462,3.18702050264716e-136,"19","ARHGEF1"
"CD3E6",9.25012438643617e-139,0.367080080840295,0.83,0.495,3.02950823780171e-134,"19","CD3E"
"ACAP15",3.15000298819863e-138,0.545719837756433,0.666,0.384,1.03165747866493e-133,"19","ACAP1"
"CDKN1B3",1.79836063728608e-137,0.584892825011411,0.66,0.396,5.88981092317565e-133,"19","CDKN1B"
"RBL21",1.8642239768667e-137,0.567451123983398,0.611,0.353,6.10551994663614e-133,"19","RBL2"
"NAP1L43",1.46273375283297e-136,0.742890848350522,0.632,0.393,4.79059931390326e-132,"19","NAP1L4"
"CD3D6",3.30037706467976e-136,0.349055424896901,0.782,0.447,1.08090649245327e-131,"19","CD3D"
"ARHGAP92",5.57706440052451e-132,0.633600699996833,0.526,0.285,1.82654436181578e-127,"19","ARHGAP9"
"CNN25",2.09966728935187e-129,0.621098013956157,0.679,0.448,6.8766203393563e-125,"19","CNN2"
"ITGA44",4.01252610284124e-129,0.638011328567299,0.625,0.385,1.31414242394154e-124,"19","ITGA4"
"ETS16",7.83250419740714e-129,0.41363966482392,0.877,0.595,2.56522344969281e-124,"19","ETS1"
"LCP27",2.22039677848566e-127,0.381513889624268,0.668,0.379,7.27202148921839e-123,"19","LCP2"
"SKAP15",1.53005155992009e-126,0.439175837723325,0.626,0.344,5.0110718638943e-122,"19","SKAP1"
"CLDND1",1.78271509664827e-126,0.757388710396403,0.517,0.306,5.83857021303275e-122,"19","CLDND1"
"CD2473",2.23126439009066e-126,0.350887441326579,0.651,0.358,7.30761400398592e-122,"19","CD247"
"BCL11B2",3.35389795339546e-125,0.403043774987664,0.521,0.27,1.09843511871655e-120,"19","BCL11B"
"EPB411",1.12937950783744e-121,0.546462939278632,0.556,0.315,3.69883082611839e-117,"19","EPB41"
"TC2N",3.31066879273553e-120,0.467164212216301,0.513,0.276,1.08427713630881e-115,"19","TC2N"
"PRKCH2",1.6255773790238e-119,0.445534583002248,0.573,0.317,5.32392847404083e-115,"19","PRKCH"
"MCUB2",1.82506082725209e-118,0.517114366509769,0.529,0.3,5.97725671533333e-114,"19","MCUB"
"PFN14",6.75018927665434e-113,0.324843245027013,0.962,0.861,2.21075448999706e-108,"19","PFN1"
"PSMB103",9.9713973808874e-113,0.510584222249502,0.642,0.401,3.26573235621443e-108,"19","PSMB10"
"GMFG6",7.95438021943416e-112,0.403099785130471,0.831,0.58,2.60513906566688e-107,"19","GMFG"
"GSTK14",9.9088889350165e-112,0.465143938756041,0.773,0.565,3.24526021510726e-107,"19","GSTK1"
"CYLD",3.08402110617347e-111,0.586182317999283,0.537,0.318,1.01004775248287e-106,"19","CYLD"
"HCST2",7.72357710135237e-110,0.27061911074981,0.846,0.542,2.52954873646391e-105,"19","HCST"
"SNHG294",1.96156966870209e-109,0.314843083698144,0.813,0.56,6.42433682196621e-105,"19","SNHG29"
"PRMT24",8.93774545966115e-109,0.448315034551879,0.661,0.427,2.92720101549362e-104,"19","PRMT2"
"TMEM1232",1.50937026185819e-108,0.484757152420834,0.651,0.43,4.94333854461174e-104,"19","TMEM123"
"SARAF5",5.51959458953028e-108,0.302240975465686,0.937,0.793,1.80772242401706e-103,"19","SARAF"
"SNHG65",3.9695181450734e-106,0.357108504271712,0.782,0.529,1.30005688769299e-101,"19","SNHG6"
"HCLS17",4.39523964824442e-103,0.393634352706594,0.797,0.52,1.43948493719653e-98,"19","HCLS1"
"MAT2B",7.01031778474112e-103,0.486519719602036,0.558,0.335,2.29594917768056e-98,"19","MAT2B"
"CD29",7.91288371522049e-103,0.258036266528777,0.725,0.427,2.59154854557186e-98,"19","CD2"
"CSK3",3.01341496323599e-101,0.470002943845181,0.598,0.364,9.86923534609419e-97,"19","CSK"
"ARHGAP153",1.18381703594926e-100,0.282343094801739,0.622,0.364,3.87711917443741e-96,"19","ARHGAP15"
"STAT1",2.0292950120345e-100,0.561821347592133,0.517,0.319,6.6461440939142e-96,"19","STAT1"
"ABHD17A2",5.17281866347287e-100,0.51598288908471,0.667,0.44,1.694149840474e-95,"19","ABHD17A"
"PRDX23",1.32686328604559e-99,0.469766011212816,0.602,0.384,4.34560994812791e-95,"19","PRDX2"
"GPSM35",7.17602166687755e-98,0.354075386325489,0.767,0.522,2.35021885611907e-93,"19","GPSM3"
"ARHGDIB7",1.4310255208802e-97,0.336966954620329,0.95,0.757,4.68675168343473e-93,"19","ARHGDIB"
"TAP12",1.71522414580683e-94,0.459825801612612,0.557,0.342,5.61753059993194e-90,"19","TAP1"
"DDX39B",1.80270307207712e-94,0.562337380132714,0.55,0.344,5.90403283135976e-90,"19","DDX39B"
"PTPRC7",1.10370656230853e-92,0.300978491302273,0.96,0.733,3.61474936221668e-88,"19","PTPRC"
"CYFIP21",3.57332811159473e-92,0.374122375726606,0.532,0.306,1.17030068982839e-87,"19","CYFIP2"
"OGT",8.47096510281578e-91,0.586299738485216,0.511,0.316,2.7743257808232e-86,"19","OGT"
"STK101",7.86861716078265e-89,0.484591253722447,0.504,0.302,2.57705080632792e-84,"19","STK10"
"LEPROTL16",1.6594874756108e-87,0.314298563973355,0.717,0.485,5.43498743137294e-83,"19","LEPROTL1"
"ACTB5",4.86054494214385e-87,0.251844771299194,0.987,0.963,1.59187707400153e-82,"19","ACTB"
"DEF61",5.52527591100983e-87,0.450852244868843,0.508,0.296,1.80958311361483e-82,"19","DEF6"
"SIGIRR1",5.90135712018667e-85,0.453788009753121,0.524,0.323,1.93275347043234e-80,"19","SIGIRR"
"FMNL12",9.61498558597489e-85,0.414791281243636,0.54,0.328,3.14900392926264e-80,"19","FMNL1"
"PPP1CA4",1.23398030026869e-82,0.428873481316351,0.691,0.486,4.04140888140999e-78,"19","PPP1CA"
"WIPF16",3.318267751821e-82,0.428158509602399,0.68,0.467,1.0867658713989e-77,"19","WIPF1"
"ITGB24",4.88158251007755e-82,0.31061553395667,0.754,0.494,1.5987670878755e-77,"19","ITGB2"
"EMP35",1.03979812538859e-81,0.29895601371397,0.804,0.591,3.40544284046019e-77,"19","EMP3"
"WAS4",1.07437284556987e-81,0.360277807517473,0.611,0.377,3.51867850652588e-77,"19","WAS"
"BIN22",2.27701641029505e-80,0.269771018307813,0.603,0.365,7.45745644535731e-76,"19","BIN2"
"YPEL36",4.75246586489649e-80,0.342687118543932,0.715,0.497,1.55648009541225e-75,"19","YPEL3"
"ICAM35",2.78623819610817e-77,0.283814142388399,0.684,0.44,9.12520871607386e-73,"19","ICAM3"
"IKZF15",4.80168847883111e-77,0.304712317949665,0.746,0.488,1.57260099370198e-72,"19","IKZF1"
"PABPC14",6.1700715701605e-77,0.303452747136515,0.948,0.863,2.02076013994326e-72,"19","PABPC1"
"EIF3G4",4.43227097977462e-76,0.359861230514851,0.798,0.613,1.45161306858598e-71,"19","EIF3G"
"TUFM1",2.32679809538555e-74,0.488038050854151,0.552,0.373,7.62049644219723e-70,"19","TUFM"
"SHISA51",2.50210993085594e-72,0.378870489733842,0.567,0.372,8.19466023454628e-68,"19","SHISA5"
"CYTH12",4.36145618063625e-70,0.40953736828983,0.583,0.384,1.42842051372018e-65,"19","CYTH1"
"GRK2",1.87973565828776e-69,0.396399197968479,0.502,0.318,6.15632225445825e-65,"19","GRK2"
"ADD32",1.3758473144724e-68,0.309569465843582,0.595,0.395,4.50603753962854e-64,"19","ADD3"
"RUNX32",4.04711606553943e-68,0.265119622372282,0.502,0.311,1.32547098262482e-63,"19","RUNX3"
"PSME24",1.33188377099108e-66,0.333723366178242,0.691,0.494,4.3620525383729e-62,"19","PSME2"
"FYN7",3.78383542754997e-66,0.297565171706692,0.739,0.506,1.23924394087689e-61,"19","FYN"
"EIF2S32",6.82196673107532e-66,0.354621481855654,0.599,0.419,2.23426232409448e-61,"19","EIF2S3"
"PSME15",2.54762929748301e-65,0.27018793191798,0.867,0.705,8.3437407121866e-61,"19","PSME1"
"PSMB85",4.64890895393399e-64,0.339988734716713,0.678,0.484,1.52256417150292e-59,"19","PSMB8"
"UBALD25",3.46662844894673e-63,0.334078272497965,0.634,0.447,1.13535548331454e-58,"19","UBALD2"
"PSIP11",9.44460049813171e-63,0.328410165516101,0.544,0.358,3.09320110914312e-58,"19","PSIP1"
"PRPF8",2.1224243976824e-61,0.347930460487203,0.523,0.345,6.95115214484963e-57,"19","PRPF8"
"ABRACL4",3.55840755825362e-61,0.310483742646978,0.572,0.386,1.16541405940364e-56,"19","ABRACL"
"ATM2",6.15340954353457e-61,0.360258663533668,0.564,0.382,2.01530315960301e-56,"19","ATM"
"PPP1R182",2.5834660757302e-60,0.28714920004663,0.547,0.362,8.46110974462399e-56,"19","PPP1R18"
"JAK15",3.87563940930029e-59,0.338248948703022,0.825,0.647,1.26931066293994e-54,"19","JAK1"
"SYNE26",9.35879052418441e-59,0.297472973644961,0.633,0.433,3.06509748457564e-54,"19","SYNE2"
"GLG11",1.1662516782803e-58,0.355384358371494,0.506,0.338,3.81959087153582e-54,"19","GLG1"
"SMCHD16",6.15203644968784e-57,0.403069714506491,0.716,0.531,2.01485345763727e-52,"19","SMCHD1"
"LY6E4",1.06552252821676e-56,0.303014075807435,0.731,0.554,3.48969283216271e-52,"19","LY6E"
"MYH96",7.44833023932772e-56,0.256503296479257,0.823,0.643,2.43940263668222e-51,"19","MYH9"
"CAPZB5",1.15384338435979e-53,0.267409566258934,0.79,0.603,3.77895246811675e-49,"19","CAPZB"
"SPTAN12",2.53708612759308e-53,0.363863993588146,0.527,0.364,8.3092107764801e-49,"19","SPTAN1"
"MICOS101",3.41601004049395e-50,0.288419108315212,0.55,0.37,1.11877744836217e-45,"19","MICOS10"
"FLNA5",1.88033579030392e-46,0.262895995994112,0.649,0.469,6.15828774682437e-42,"19","FLNA"
"ZYX3",2.05536301197786e-46,0.257396137744932,0.539,0.381,6.73151940052869e-42,"19","ZYX"
"ACTG15",4.64515324294659e-46,0.26032928199933,0.954,0.891,1.52133413859744e-41,"19","ACTG1"
"WDR13",4.06201670855258e-45,0.266754821719916,0.559,0.403,1.33035109221806e-40,"19","WDR1"
"EML45",5.17897673925502e-44,0.406306916990225,0.596,0.442,1.69616667187341e-39,"19","EML4"
"ADAR1",8.28917151162501e-44,0.262196062700203,0.573,0.414,2.71478656177231e-39,"19","ADAR"
"EWSR13",4.6557466497687e-37,0.263087693037256,0.59,0.436,1.52480358526575e-32,"19","EWSR1"
"TAF151",9.5880945474443e-37,0.252928845181732,0.502,0.353,3.14019684523348e-32,"19","TAF15"
"PPBP",0,11.9999327468211,0.764,0.005,0,"20","PPBP"
"NRGN",0,10.6220731590822,0.749,0.033,0,"20","NRGN"
"PF4",0,11.7650019124275,0.692,0.003,0,"20","PF4"
"CAVIN21",0,7.79874653845954,0.671,0.027,0,"20","CAVIN2"
"TUBB11",0,12.1856989939274,0.63,0.002,0,"20","TUBB1"
"PRKAR2B",0,8.85287086698575,0.632,0.033,0,"20","PRKAR2B"
"GNG112",0,6.30170837987738,0.633,0.071,0,"20","GNG11"
"MPIG6B",0,10.8921433946317,0.562,0.003,0,"20","MPIG6B"
"TREML1",0,12.2984691517411,0.533,0.001,0,"20","TREML1"
"GP9",0,13.4163228548927,0.524,0,0,"20","GP9"
"F13A1",0,6.90095547891416,0.559,0.038,0,"20","F13A1"
"ITGA2B",0,11.0322363104097,0.522,0.003,0,"20","ITGA2B"
"CLU3",0,4.59171773268276,0.601,0.119,0,"20","CLU"
"SPARC3",0,3.07996223026714,0.601,0.121,0,"20","SPARC"
"HIST1H2AC",0,5.48364381150002,0.597,0.138,0,"20","HIST1H2AC"
"MTURN",0,6.11751593567241,0.519,0.061,0,"20","MTURN"
"MYL92",0,4.85702986959087,0.544,0.092,0,"20","MYL9"
"CCL54",0,1.62778942190845,0.813,0.396,0,"20","CCL5"
"GRAP2",0,4.31744811002642,0.565,0.154,0,"20","GRAP2"
"MARCH2",0,4.88845963481688,0.538,0.131,0,"20","MARCH2"
"NCOA41",0,4.85321625250109,0.641,0.256,0,"20","NCOA4"
"VCL2",0,4.65859831039995,0.537,0.173,0,"20","VCL"
"PGRMC11",0,4.51012058617803,0.508,0.149,0,"20","PGRMC1"
"CDKN2D",0,3.54259980343589,0.571,0.226,0,"20","CDKN2D"
"CTSA1",0,4.31932076865757,0.597,0.256,0,"20","CTSA"
"RGS106",0,3.45828462831461,0.691,0.364,0,"20","RGS10"
"FERMT31",0,3.7527187452337,0.59,0.266,0,"20","FERMT3"
"LIMS13",0,3.98739355583583,0.582,0.28,0,"20","LIMS1"
"RSU1",0,3.9536370908944,0.501,0.201,0,"20","RSU1"
"MAX",0,3.50686842448849,0.593,0.308,0,"20","MAX"
"CALM32",0,3.41651393144166,0.712,0.432,0,"20","CALM3"
"KIF2A1",0,3.13153670840717,0.599,0.323,0,"20","KIF2A"
"TGFB13",0,3.06469940116342,0.8,0.54,0,"20","TGFB1"
"TUBA4A5",0,2.680883599611,0.699,0.45,0,"20","TUBA4A"
"YWHAH4",0,3.24708532471602,0.52,0.28,0,"20","YWHAH"
"LAMTOR11",0,3.0451496059478,0.597,0.363,0,"20","LAMTOR1"
"MTPN2",0,2.86128488769327,0.671,0.44,0,"20","MTPN"
"TLN14",0,3.6619727588628,0.707,0.476,0,"20","TLN1"
"FLNA6",0,2.44601081786475,0.689,0.469,0,"20","FLNA"
"NAP1L15",0,2.11924834637818,0.742,0.588,0,"20","NAP1L1"
"OST41",0,2.38025943932197,0.893,0.755,0,"20","OST4"
"ARPC1B6",0,2.72954274036769,0.754,0.621,0,"20","ARPC1B"
"TAGLN25",0,3.32882225903281,0.818,0.689,0,"20","TAGLN2"
"H3F3A2",0,2.00219404282588,0.954,0.854,0,"20","H3F3A"
"SH3BGRL34",0,2.13600641646771,0.939,0.846,0,"20","SH3BGRL3"
"MYL12A3",0,1.57843584377651,0.9,0.808,0,"20","MYL12A"
"GNAS3",0,2.21899060617584,0.879,0.802,0,"20","GNAS"
"HLA-E3",0,1.54041781021095,0.96,0.884,0,"20","HLA-E"
"SERF23",0,1.40793106036388,0.939,0.908,0,"20","SERF2"
"FTH13",0,1.45796988095581,0.989,0.97,0,"20","FTH1"
"ACTB6",0,2.10819285417941,0.978,0.963,0,"20","ACTB"
"TMSB4X5",0,1.8109023158625,0.996,0.982,0,"20","TMSB4X"
"OAZ15",4.31813374465249e-321,2.61261410081001,0.868,0.842,1.41423198271114e-316,"20","OAZ1"
"ITM2B6",2.31939265659867e-316,1.29060273129971,0.92,0.852,7.5962428896263e-312,"20","ITM2B"
"ODC1",3.28057153105823e-312,3.07845349985552,0.531,0.303,1.07441998213688e-307,"20","ODC1"
"TPM48",1.0962879266957e-304,2.91385651036472,0.597,0.399,3.59045258872108e-300,"20","TPM4"
"MYL67",3.76695610205309e-295,1.95658121205144,0.899,0.868,1.23371579298341e-290,"20","MYL6"
"FKBP1A5",6.57462590158372e-279,2.49915332775703,0.592,0.393,2.15325572902768e-274,"20","FKBP1A"
"RAP1B2",4.36863293851781e-271,2.23813417214844,0.735,0.625,1.43077097369397e-266,"20","RAP1B"
"PKM6",1.26234053309202e-268,2.42139498544494,0.655,0.499,4.13429147992969e-264,"20","PKM"
"B2M5",3.32960178940572e-268,0.523217893765985,0.999,0.991,1.09047788204827e-263,"20","B2M"
"PRDX64",1.58166632100309e-262,2.40073689752591,0.614,0.441,5.18011536791721e-258,"20","PRDX6"
"PPDPF3",8.20592060886129e-237,1.46677537765483,0.825,0.744,2.68752105860816e-232,"20","PPDPF"
"TIMP16",1.51990840771349e-235,1.0300031903709,0.576,0.348,4.97785202610244e-231,"20","TIMP1"
"CD993",2.46235885189575e-225,1.40680234182283,0.77,0.652,8.06447147584377e-221,"20","CD99"
"WDR14",1.0667876938604e-217,2.39942412655077,0.559,0.403,3.49383637616221e-213,"20","WDR1"
"ARF12",8.70408690787987e-202,1.76387561779999,0.688,0.595,2.85067550319974e-197,"20","ARF1"
"CCND34",8.19161206195611e-183,1.52367677585972,0.65,0.522,2.68283486641124e-178,"20","CCND3"
"GPX44",9.8573014030498e-177,1.85856329518357,0.658,0.559,3.22836478251284e-172,"20","GPX4"
"ARHGDIB8",3.75264206813504e-176,0.835110496881344,0.86,0.757,1.22902780373491e-171,"20","ARHGDIB"
"TRAPPC14",8.07265022702788e-171,1.93120100047759,0.579,0.448,2.6438736758539e-166,"20","TRAPPC1"
"ZYX4",3.35702664096363e-168,2.43424852035195,0.516,0.382,1.099459795182e-163,"20","ZYX"
"C9orf164",3.26255476606291e-167,1.62861792416525,0.622,0.498,1.06851931143326e-162,"20","C9orf16"
"BIN23",8.9696089682588e-166,1.52170822590098,0.543,0.366,2.93763663319444e-161,"20","BIN2"
"YWHAZ3",9.59360295913145e-166,1.26321191198804,0.801,0.783,3.14200090514514e-161,"20","YWHAZ"
"HMGB11",9.25033179120908e-146,0.798124503351349,0.863,0.853,3.02957616493889e-141,"20","HMGB1"
"TPM35",2.77849625591702e-145,1.21101932727092,0.748,0.711,9.09985308775382e-141,"20","TPM3"
"FKBP83",6.07446830667402e-137,1.78006589673303,0.581,0.483,1.98944911511881e-132,"20","FKBP8"
"ACTG16",7.24649926412459e-131,0.907233116983141,0.893,0.891,2.37330097399345e-126,"20","ACTG1"
"MYH97",2.92029147879953e-126,1.40990663488294,0.695,0.644,9.56424662221633e-122,"20","MYH9"
"ALDOA5",1.53129891859237e-123,1.56980005735641,0.57,0.472,5.01515708828186e-119,"20","ALDOA"
"UQCRH2",7.69185303414791e-121,1.24605295212242,0.678,0.631,2.51915878721378e-116,"20","UQCRH"
"SH3BGRL6",1.59487613524734e-115,1.63942061391363,0.585,0.503,5.22337883054856e-111,"20","SH3BGRL"
"SRGN9",7.94722544780985e-115,0.577989172034759,0.851,0.724,2.6027958064122e-110,"20","SRGN"
"ITGB15",1.2557259670487e-114,1.38509965629051,0.586,0.478,4.11262811468121e-110,"20","ITGB1"
"ARPC54",5.99016590545827e-107,1.58610700230566,0.587,0.523,1.96183923569664e-102,"20","ARPC5"
"CFL14",1.97457402332157e-95,0.763200886534219,0.867,0.873,6.46692738378046e-91,"20","CFL1"
"GAPDH5",2.40388771476336e-95,0.670244893565757,0.885,0.875,7.87297265462147e-91,"20","GAPDH"
"HLA-C4",1.14540136748065e-87,0.371929616158755,0.959,0.936,3.75130401863587e-83,"20","HLA-C"
"SAT14",1.12568767547468e-83,0.830485742857257,0.721,0.667,3.68673970594714e-79,"20","SAT1"
"TUBA1B6",4.24981221869533e-81,1.39866134370131,0.638,0.613,1.39185599974491e-76,"20","TUBA1B"
"RHOA4",2.21613368526829e-80,0.97121410873242,0.72,0.722,7.25805943262218e-76,"20","RHOA"
"MT-ND27",2.47053624613656e-74,0.574297944079025,0.923,0.922,8.09125325972184e-70,"20","MT-ND2"
"TMEM50A3",1.82824504779493e-68,1.48133905262163,0.521,0.477,5.98768535603317e-64,"20","TMEM50A"
"FYB18",1.8564348731218e-66,0.683201439882425,0.638,0.531,6.08000985296121e-62,"20","FYB1"
"WIPF17",3.52886769930685e-66,1.16554121408493,0.537,0.468,1.15573946019999e-61,"20","WIPF1"
"COTL14",7.69951729108535e-63,0.917404069889592,0.548,0.46,2.52166890800336e-58,"20","COTL1"
"SNX35",5.23715637765194e-55,1.40704331865467,0.517,0.481,1.71522108524479e-50,"20","SNX3"
"CAPZB6",3.47321688600292e-39,0.92310348406399,0.591,0.604,1.13751326233482e-34,"20","CAPZB"
"MBNL16",7.66147865167283e-39,0.843816589131497,0.632,0.653,2.50921087320937e-34,"20","MBNL1"
"CALM14",3.39646486757259e-37,0.328477791779954,0.84,0.862,1.1123762087787e-32,"20","CALM1"
"ARL6IP55",4.98284906678676e-33,0.782674980128465,0.613,0.628,1.63193289786333e-28,"20","ARL6IP5"
"TAF104",4.36893873106195e-32,1.1638395504458,0.504,0.498,1.4308711238101e-27,"20","TAF10"
"PTP4A23",5.79056978219795e-30,0.84858035905337,0.546,0.549,1.89646950936765e-25,"20","PTP4A2"
"MT-ATP85",8.22947979432999e-28,0.562136786405584,0.688,0.691,2.69523692744101e-23,"20","MT-ATP8"
"GPSM36",4.38648217671134e-27,0.657951657126539,0.553,0.523,1.43661677769473e-22,"20","GPSM3"
"RAC17",1.87215156488865e-19,0.862561263859903,0.547,0.556,6.13148359016682e-15,"20","RAC1"
"SSR43",1.2740967601637e-15,0.499512140642627,0.653,0.707,4.17279429921215e-11,"20","SSR4"
"BRK14",3.64111935105937e-15,0.949254206435101,0.49,0.516,1.19250299866546e-10,"20","BRK1"
"FXYD55",3.16516872495176e-13,0.298437768086199,0.69,0.713,1.03662440910895e-08,"20","FXYD5"
"MSN4",7.21895376788093e-11,0.584064331999769,0.55,0.584,2.36427954851868e-06,"20","MSN"
"PARK75",1.08500171552517e-10,0.778007306102185,0.505,0.538,3.55348911851648e-06,"20","PARK7"
"EIF4G23",6.1699239328922e-09,0.309224820308343,0.443,0.574,0.000202071178726153,"20","EIF4G2"
"ATP6V0E12",2.52819771865585e-08,0.679963215377572,0.545,0.606,0.000828010034836977,"20","ATP6V0E1"
"RABAC15",7.91530432422209e-07,0.313187792883582,0.409,0.518,0.0259234131922598,"20","RABAC1"
"DAZAP24",3.60301611601156e-06,0.44157103830627,0.584,0.648,0.118002380815494,"20","DAZAP2"
"UQCR112",5.73520443645605e-05,0.415501775486395,0.607,0.683,1,"20","UQCR11"
"CAP15",0.000445270969415391,0.750946769903934,0.476,0.54,1,"20","CAP1"
"CDC423",0.00153589562228558,0.369472797583779,0.564,0.632,1,"20","CDC42"
"---1",0,4.99256585396566,0.991,0.035,0,"21","---"
"H3-3B1",0,4.20479450047706,0.819,0.033,0,"21","H3-3B"
"MTRNR2L123",0,3.11440939986698,0.987,0.249,0,"21","MTRNR2L12"
"H3-3A1",0,3.61793002897394,0.721,0.032,0,"21","H3-3A"
"CHASERR1",0,5.09672286503829,0.638,0.023,0,"21","CHASERR"
"ATP5MK1",0,4.51266622522494,0.534,0.023,0,"21","ATP5MK"
"RPL284",0,1.5819223950662,0.929,0.454,0,"21","RPL28"
"RPL375",0,1.44757765915241,0.923,0.449,0,"21","RPL37"
"RPL134",0,1.51325410570983,0.929,0.455,0,"21","RPL13"
"RPS194",0,1.59441641562633,0.917,0.445,0,"21","RPS19"
"RPS264",0,2.06968949555983,0.875,0.403,0,"21","RPS26"
"RPS85",0,1.73797944224774,0.912,0.442,0,"21","RPS8"
"RPL67",0,1.64891732070075,0.894,0.424,0,"21","RPL6"
"RPLP15",0,1.40012594888217,0.927,0.458,0,"21","RPLP1"
"RPLP07",0,1.86849344559738,0.867,0.401,0,"21","RPLP0"
"RPL47",0,1.82913018753008,0.832,0.366,0,"21","RPL4"
"RPL194",0,1.80823779965952,0.905,0.44,0,"21","RPL19"
"RPS66",0,1.62117003796794,0.894,0.432,0,"21","RPS6"
"RPL415",0,1.62082059338645,0.923,0.461,0,"21","RPL41"
"RPL104",0,1.56993477097327,0.915,0.455,0,"21","RPL10"
"RPL345",0,1.41731627765837,0.909,0.45,0,"21","RPL34"
"RPS186",0,1.56671962177016,0.906,0.447,0,"21","RPS18"
"RPS15A3",0,1.60753094546224,0.904,0.445,0,"21","RPS15A"
"RPL127",0,1.3751384060701,0.898,0.44,0,"21","RPL12"
"RPL146",0,1.73391186224301,0.884,0.427,0,"21","RPL14"
"RPL325",0,1.69042987973942,0.904,0.448,0,"21","RPL32"
"RPS75",0,1.66115572420581,0.884,0.429,0,"21","RPS7"
"RPL394",0,1.29134540280351,0.905,0.451,0,"21","RPL39"
"RPS249",0,1.01212961034995,0.899,0.446,0,"21","RPS24"
"RPS273",0,1.28515728503899,0.907,0.456,0,"21","RPS27"
"RPS235",0,1.51310303140547,0.894,0.443,0,"21","RPS23"
"RPS216",0,1.20400667281411,0.89,0.439,0,"21","RPS2"
"RPS4X6",0,1.85755354502605,0.884,0.433,0,"21","RPS4X"
"RPL303",0,1.70898323853222,0.899,0.449,0,"21","RPL30"
"RPL185",0,1.56191210332771,0.884,0.434,0,"21","RPL18"
"RPL296",0,1.70955613126172,0.878,0.431,0,"21","RPL29"
"RPS217",0,1.58308625007456,0.879,0.433,0,"21","RPS21"
"RPLP24",0,1.18079018910307,0.885,0.441,0,"21","RPLP2"
"RPL320",0,1.65721598246284,0.874,0.43,0,"21","RPL3"
"RPS254",0,1.64239900381957,0.873,0.43,0,"21","RPS25"
"RPL265",0,1.47292216915697,0.88,0.437,0,"21","RPL26"
"RPS286",0,1.46834744638825,0.894,0.451,0,"21","RPS28"
"RPS3A4",0,1.556016931897,0.883,0.441,0,"21","RPS3A"
"RPL7A6",0,1.6016571000126,0.87,0.428,0,"21","RPL7A"
"RPS156",0,1.54869089882262,0.883,0.441,0,"21","RPS15"
"RPS123",0,1.73123628713473,0.892,0.451,0,"21","RPS12"
"RPL3110",0,1.34015164656867,0.82,0.381,0,"21","RPL31"
